gene	peak	max_abs_Z_RNA	max_abs_Z_ATAC	PPA_3	h2cis_RNA	h2cis_se_RNA	h2cis_p_RNA	h2cis_ATAC	h2cis_se_ATAC	h2cis_p_ATAC	oe_lof_upper	loeuf_quintile	peak_pos	gene_pos	peak_distance	peak_distance_quintile	start_atac	end_atac
SLAMF7	ATAC_chr1_160739859_160745504	12.3305	4.68447	0.999838	0.32174	0.05243	0	0.22508	0.09534	0.02053	0.708	3	160742681	160739056	3625	1	160739859	160745504
CD244	ATAC_chr1_160838897_160839324	14.3956	4.92339	0.999467	0.38892	0.04925	0	0.22313	0.0836	0.0043	0.577	2	160839110	160862886	23776	2	160838897	160839324
CD244	ATAC_chr1_160854915_160856414	14.3956	11.2393	0.999995	0.38892	0.04925	0	0.63327	0.08413	0	0.577	2	160855664	160862886	7222	2	160854915	160856414
CD244	ATAC_chr1_160862012_160863392	14.3956	5.76816	0.99999	0.38892	0.04925	0	0.22052	0.08515	0.00231	0.577	2	160862701	160862886	185	1	160862012	160863392
TSTD1	ATAC_chr1_161037799_161039255	12.13	4.2214	0.999593	0.59881	0.04519	0	0.18082	0.09716	0.0432	0.976	3	161038527	161038976	449	1	161037799	161039255
FCRLA	ATAC_chr1_161705149_161708650	19.8596	6.78446	0.999982	0.63483	0.04068	0	0.42255	0.10764	0.0001	1.427	5	161706899	161706971	72	1	161705149	161708650
FCRLB	ATAC_chr1_161705149_161708650	3.9737	6.78446	0.999709	0.11277	0.04196	0.0013	0.42255	0.10764	0.0001	1.497	5	161706899	161721543	14644	2	161705149	161708650
ILDR2	ATAC_chr1_166920401_166921424	8.54026	8.32995	0.999886	0.19302	0.04395	0	0.44908	0.10008	0	0.335	1	166920912	166975539	54627	4	166920401	166921424
ILDR2	ATAC_chr1_166924803_166925644	8.54026	16.4058	0.999769	0.19302	0.04395	0	0.78402	0.05694	0	0.335	1	166925223	166975539	50316	3	166924803	166925644
ILDR2	ATAC_chr1_166931377_166931676	8.54026	3.63125	0.99895	0.19302	0.04395	0	0.12227	0.07522	0.04357	0.335	1	166931526	166975539	44013	3	166931377	166931676
ILDR2	ATAC_chr1_166933056_166934190	8.54026	5.44149	0.999478	0.19302	0.04395	0	0.324	0.0878	9.00E-05	0.335	1	166933623	166975539	41916	3	166933056	166934190
ILDR2	ATAC_chr1_166944390_166944990	8.3513	5.7386	0.99979	0.19302	0.04395	0	0.40952	0.09531	0	0.335	1	166944689	166975539	30850	3	166944390	166944990
ILDR2	ATAC_chr1_166947386_166947962	8.3513	5.20349	0.992014	0.19302	0.04395	0	0.28062	0.09699	0.00069	0.335	1	166947673	166975539	27866	3	166947386	166947962
ILDR2	ATAC_chr1_166969170_166969929	8.3513	7.2555	0.997176	0.19302	0.04395	0	0.37757	0.0919	0	0.335	1	166969549	166975539	5990	2	166969170	166969929
ILDR2	ATAC_chr1_166970586_166971588	8.48727	4.86261	0.9995	0.19302	0.04395	0	0.12195	0.06027	0.01669	0.335	1	166971087	166975539	4452	1	166970586	166971588
ILDR2	ATAC_chr1_166972967_166973616	8.48727	4.6432	0.99385	0.19302	0.04395	0	0.22975	0.08937	0.00287	0.335	1	166973291	166975539	2248	1	166972967	166973616
ILDR2	ATAC_chr1_166973636_166976564	8.54026	5.00899	0.999685	0.19302	0.04395	0	0.32308	0.08921	2.00E-05	0.335	1	166975099	166975539	440	1	166973636	166976564
ILDR2	ATAC_chr1_166978562_166979165	8.54026	6.93028	0.999934	0.19302	0.04395	0	0.28744	0.08933	6.00E-05	0.335	1	166978863	166975539	3324	1	166978562	166979165
ILDR2	ATAC_chr1_167056876_167057718	8.4473	5.61618	0.999504	0.19302	0.04395	0	0.28818	0.09285	0.00021	0.335	1	167057297	166975539	81758	4	167056876	167057718
MAEL	ATAC_chr1_166920401_166921424	10.8083	8.32995	0.999818	0.25409	0.04829	0	0.44908	0.10008	0	0.604	2	166920912	166975581	54669	4	166920401	166921424
MAEL	ATAC_chr1_166924803_166925644	10.8083	16.4058	0.999699	0.25409	0.04829	0	0.78402	0.05694	0	0.604	2	166925223	166975581	50358	3	166924803	166925644
MAEL	ATAC_chr1_166947386_166947962	10.8271	5.20349	0.996224	0.25409	0.04829	0	0.28062	0.09699	0.00069	0.604	2	166947673	166975581	27908	3	166947386	166947962
MAEL	ATAC_chr1_166969170_166969929	10.8271	7.2555	0.999868	0.25409	0.04829	0	0.37757	0.0919	0	0.604	2	166969549	166975581	6032	2	166969170	166969929
MAEL	ATAC_chr1_166972967_166973616	10.8271	4.6432	0.999759	0.25409	0.04829	0	0.22975	0.08937	0.00287	0.604	2	166973291	166975581	2290	1	166972967	166973616
MAEL	ATAC_chr1_166973636_166976564	10.8083	5.00899	0.999832	0.25409	0.04829	0	0.32308	0.08921	2.00E-05	0.604	2	166975099	166975581	482	1	166973636	166976564
MAEL	ATAC_chr1_166978562_166979165	10.8083	6.93028	0.999452	0.25409	0.04829	0	0.28744	0.08933	6.00E-05	0.604	2	166978863	166975581	3282	1	166978562	166979165
MAEL	ATAC_chr1_167056876_167057718	10.8271	5.61618	0.999738	0.25409	0.04829	0	0.28818	0.09285	0.00021	0.604	2	167057297	166975581	81716	4	167056876	167057718
GPR161	ATAC_chr1_168145414_168146120	6.8705	5.82207	0.999362	0.15735	0.04038	1.00E-05	0.31716	0.09185	0.00051	0.786	3	168145767	168137666	8101	2	168145414	168146120
XCL2	ATAC_chr1_168542619_168543266	5.00341	5.90008	0.999772	0.03412	0.02545	0.1252	0.38879	0.11005	0.00139	1.785	5	168542942	168543996	1054	1	168542619	168543266
SELL	ATAC_chr1_169696285_169697136	4.92285	8.53213	0.999687	0.11014	0.04205	0.00023	0.55888	0.0836	0	1.01	4	169696710	169711701	14991	2	169696285	169697136
METTL18	ATAC_chr1_169794040_169797125	19.9811	6.61135	0.999416	0.29724	0.04342	0	0.29546	0.07922	1.00E-05	1.388	5	169795582	169794962	620	1	169794040	169797125
METTL13	ATAC_chr1_171784653_171785471	9.43012	10.0044	0.999877	0.15988	0.03639	0	0.55104	0.07672	0	0.889	3	171785061	171781659	3402	1	171784653	171785471
DNM3	ATAC_chr1_172090135_172090490	3.55435	5.35661	0.998806	0.04956	0.02674	0.01462	0.26361	0.09786	0.00257	0.483	2	172090312	171817886	272426	5	172090135	172090490
DNM3	ATAC_chr1_172117438_172118322	3.96489	4.5616	0.99742	0.04956	0.02674	0.01462	0.32939	0.09541	0.00019	0.483	2	172117879	171817886	299993	5	172117438	172118322
PIGC	ATAC_chr1_172339243_172340997	3.92414	5.39748	0.997767	0.03784	0.01972	0.01843	0.25608	0.08763	0.00129	1.056	4	172340119	172444085	103966	4	172339243	172340997
PIGC	ATAC_chr1_172357873_172359415	4.13	5.562	0.995782	0.03784	0.01972	0.01843	0.37944	0.08809	2.00E-05	1.056	4	172358643	172444085	85442	4	172357873	172359415
PIGC	ATAC_chr1_172398226_172399877	3.96592	5.10176	0.998036	0.03784	0.01972	0.01843	0.28453	0.09488	0.00138	1.056	4	172399051	172444085	45034	3	172398226	172399877
KIAA0040	ATAC_chr1_175252364_175252901	6.51901	15.5205	0.999319	0.15297	0.04276	1.00E-05	0.73723	0.07068	0	1.532	5	175252632	175192998	59634	4	175252364	175252901
IER5	ATAC_chr1_181424626_181425437	4.12666	7.72236	0.996815	0.03642	0.02302	0.06917	0.46406	0.12249	0.00231	0.451	2	181425031	181088699	336332	5	181424626	181425437
IER5	ATAC_chr1_181425640_181426337	4.12666	8.81249	0.99687	0.03642	0.02302	0.06917	0.25435	0.13095	0.07006	0.451	2	181425988	181088699	337289	5	181425640	181426337
IER5	ATAC_chr1_181429251_181430955	4.12666	17.0869	0.993312	0.03642	0.02302	0.06917	0.85056	0.04657	0	0.451	2	181430103	181088699	341404	5	181429251	181430955
IER5	ATAC_chr1_181442584_181443833	3.4883	6.01964	0.998014	0.03642	0.02302	0.06917	0.35884	0.10533	0.00583	0.451	2	181443208	181088699	354509	5	181442584	181443833
IER5	ATAC_chr1_181444512_181444876	3.4883	7.86844	0.99768	0.03642	0.02302	0.06917	0.80332	0.06132	0	0.451	2	181444693	181088699	355994	5	181444512	181444876
IER5	ATAC_chr1_181477619_181478466	3.4883	10.4509	0.997292	0.03642	0.02302	0.06917	0.55479	0.0954	6.00E-05	0.451	2	181478042	181088699	389343	5	181477619	181478466
IER5	ATAC_chr1_181478876_181480384	3.4883	5.95844	0.998075	0.03642	0.02302	0.06917	0.33468	0.11522	0.01012	0.451	2	181479629	181088699	390930	5	181478876	181480384
IER5	ATAC_chr1_181480731_181481656	3.4883	5.08801	0.997633	0.03642	0.02302	0.06917	0.37102	0.12354	0.01381	0.451	2	181481193	181088699	392494	5	181480731	181481656
IER5	ATAC_chr1_181484423_181486523	3.43383	4.82412	0.996407	0.03642	0.02302	0.06917	0.16433	0.13323	0.1797	0.451	2	181485473	181088699	396774	5	181484423	181486523
LAMC1	ATAC_chr1_183033169_183033763	8.68171	6.35691	0.995568	0.12227	0.03444	0	0.34623	0.08418	0	0.198	1	183033465	183023419	10046	2	183033169	183033763
LAMC2	ATAC_chr1_183185929_183186426	10.5148	3.95887	0.999562	0.33525	0.08285	0	0.12321	0.09134	0.07756	0.648	2	183186177	183186237	60	1	183185929	183186426
SMG7	ATAC_chr1_183494800_183495047	5.7326	8.65557	0.999616	0.11627	0.03729	0.0001	0.51713	0.09327	2.00E-05	0.219	1	183494923	183472215	22708	2	183494800	183495047
EDEM3	ATAC_chr1_184747183_184748028	11.2935	9.47542	0.999766	0.24231	0.04808	0	0.58865	0.07945	0	0.463	2	184747605	184754906	7301	2	184747183	184748028
IVNS1ABP	ATAC_chr1_185397830_185398926	12.0187	7.8425	0.999896	0.41135	0.06424	0	0.62097	0.10447	0	0.281	1	185398377	185317272	81105	4	185397830	185398926
RGS13	ATAC_chr1_192608469_192610098	6.94415	6.79219	0.999621	0.4113	0.06756	0	0.03261	0.06589	0.343	1.394	5	192609283	192636137	26854	3	192608469	192610098
RGS2	ATAC_chr1_192806733_192810821	9.53995	6.96689	0.9997	0.22728	0.04966	0	0.76531	0.086	0	1.417	5	192808777	192809038	261	1	192806733	192810821
TMEM9	ATAC_chr1_201161114_201161622	8.31676	5.81725	0.99981	0.34087	0.05208	0	0.52298	0.11832	0.00145	1.168	4	201161367	201171573	10206	2	201161114	201161622
TMEM9	ATAC_chr1_201184936_201185164	8.39565	4.99525	0.999334	0.34087	0.05208	0	0.23988	0.21458	0.182	1.168	4	201185049	201171573	13476	2	201184936	201185164
LAD1	ATAC_chr1_201385239_201385926	9.35988	5.0818	0.999966	0.25155	0.05137	0	0.27644	0.1499	0.05283	1.34	4	201385582	201399914	14332	2	201385239	201385926
LAD1	ATAC_chr1_201399309_201399798	9.18539	4.5523	0.999948	0.25155	0.05137	0	0.4549	0.17559	0.04724	1.34	4	201399553	201399914	361	1	201399309	201399798
LAD1	ATAC_chr1_201403605_201406211	10.0708	9.31226	0.999999	0.25155	0.05137	0	0.61311	0.1137	8.00E-05	1.34	4	201404907	201399914	4993	1	201403605	201406211
LAD1	ATAC_chr1_201406590_201407776	10.0708	8.19261	0.999984	0.25155	0.05137	0	0.59458	0.12262	0.0001	1.34	4	201407183	201399914	7269	2	201406590	201407776
LAD1	ATAC_chr1_201408134_201408788	10.0708	6.09928	0.999985	0.25155	0.05137	0	0.20959	0.13446	0.1004	1.34	4	201408461	201399914	8547	2	201408134	201408788
CSRP1	ATAC_chr1_201479714_201483339	5.10126	4.17776	0.985047	0.18231	0.04875	1.00E-05	0.17355	0.08337	0.03621	1.144	4	201481526	201509455	27929	3	201479714	201483339
KDM5B	ATAC_chr1_202807438_202808769	5.91292	4.25061	0.999888	0.0784	0.03974	0.01971	0.10268	0.10517	0.1957	0.572	2	202808103	202808486	383	1	202807438	202808769
KDM5B	ATAC_chr1_202810364_202812098	5.93414	5.58763	0.999889	0.0784	0.03974	0.01971	0.19112	0.13773	0.1317	0.572	2	202811231	202808486	2745	1	202810364	202812098
MDM4	ATAC_chr1_204524907_204525553	5.34966	10.2718	0.998233	0.0806	0.03047	0.00099	0.6717	0.08065	0	0.112	1	204525229	204516378	8851	2	204524907	204525553
PM20D1	ATAC_chr1_205823209_205823728	7.88237	8.38101	1	0.21196	0.04828	0	0.58392	0.09846	0	1.397	5	205823468	205850131	26663	3	205823209	205823728
SLC41A1	ATAC_chr1_205823209_205823728	8.86388	8.38101	1	0.22852	0.04891	0	0.58392	0.09846	0	0.438	2	205823468	205813747	9721	2	205823209	205823728
DYRK3	ATAC_chr1_206703419_206704858	4.26652	5.9578	0.997735	0.09249	0.04201	0.00697	0.57757	0.10196	0	1.067	4	206704138	206635535	68603	4	206703419	206704858
IL24	ATAC_chr1_206935315_206936021	4.80317	4.01277	0.996954	0.06704	0.03371	0.00811	0.15964	0.08868	0.05053	1.545	5	206935667	206897442	38225	3	206935315	206936021
IRF6	ATAC_chr1_209805767_209806699	8.91305	14.2537	0.999744	0.20191	0.04281	0	0.90303	0.03035	0	0.132	1	209806233	209806174	59	1	209805767	209806699
PPP2R5A	ATAC_chr1_212186222_212187400	4.6586	7.13138	0.99836	0.09879	0.03724	0.00025	0.38771	0.10618	0.00029	0.381	1	212186811	212285409	98598	4	212186222	212187400
PPP2R5A	ATAC_chr1_212218433_212219447	4.64435	6.36607	0.998779	0.09879	0.03724	0.00025	0.44848	0.0902	0	0.381	1	212218939	212285409	66470	4	212218433	212219447
FLVCR1	ATAC_chr1_212819394_212821484	21.4296	4.61322	0.998637	0.53172	0.04548	0	0.19477	0.07965	0.00842	0.668	2	212820439	212858274	37835	3	212819394	212821484
FLVCR1	ATAC_chr1_212873074_212874160	21.3736	20.4532	0.999573	0.53172	0.04548	0	0.78265	0.04941	0	0.668	2	212873617	212858274	15343	2	212873074	212874160
TATDN3	ATAC_chr1_212819394_212821484	6.60695	4.61322	0.998787	0.11434	0.03697	0	0.19477	0.07965	0.00842	1.145	4	212820439	212791827	28612	3	212819394	212821484
TATDN3	ATAC_chr1_212873074_212874160	6.56483	20.4532	0.999131	0.11434	0.03697	0	0.78265	0.04941	0	1.145	4	212873617	212791827	81790	4	212873074	212874160
RAB3GAP2	ATAC_chr1_220218493_220223390	7.94787	4.91698	0.998994	0.1465	0.04612	0	0.1908	0.08588	0.0062	0.291	1	220220941	220272528	51587	3	220218493	220223390
C1orf115	ATAC_chr1_220709089_220710781	8.82765	6.8682	0.999943	0.50506	0.06451	0	0.55273	0.08813	0	1.753	5	220709935	220690362	19573	2	220709089	220710781
DUSP10	ATAC_chr1_221822021_221825118	3.82514	11.7527	0.99946	0.04362	0.03055	0.08521	0.69806	0.07679	0	0.429	1	221823569	221742088	81481	4	221822021	221825118
MIXL1	ATAC_chr1_226223194_226224328	9.48435	7.3472	0.999631	0.19753	0.04099	0	0.41579	0.09864	1.00E-05	1.555	5	226223761	226223617	144	1	226223194	226224328
CDC42BPA	ATAC_chr1_227225810_227226208	6.98711	4.38693	0.998555	0.13669	0.04376	5.00E-05	0.25044	0.10566	0.00393	0.283	1	227226009	227318491	92482	4	227225810	227226208
CDC42BPA	ATAC_chr1_227317673_227319456	6.98711	4.58088	0.999011	0.13669	0.04376	5.00E-05	0.2845	0.10975	0.00197	0.283	1	227318564	227318491	73	1	227317673	227319456
CDC42BPA	ATAC_chr1_227320402_227321878	6.98711	5.83162	0.99893	0.13669	0.04376	5.00E-05	0.32479	0.10776	0.00055	0.283	1	227321139	227318491	2648	1	227320402	227321878
CDC42BPA	ATAC_chr1_227437656_227437980	6.57762	5.02978	0.99897	0.13669	0.04376	5.00E-05	0.19903	0.08191	0.00426	0.283	1	227437817	227318491	119326	5	227437656	227437980
DISC1	ATAC_chr1_231625795_231628791	7.84831	10.0341	0.99994	0.12364	0.03767	0	0.46516	0.08895	0	0.789	3	231627293	231626789	504	1	231625795	231628791
DISC1	ATAC_chr1_231690080_231690483	7.88912	4.25763	0.999489	0.12364	0.03767	0	0.19399	0.08923	0.01744	0.789	3	231690281	231626789	63492	4	231690080	231690483
DISC1	ATAC_chr1_231699648_231700042	7.88912	4.88098	0.999298	0.12364	0.03767	0	0.25429	0.089	0.00105	0.789	3	231699845	231626789	73056	4	231699648	231700042
KCNK1	ATAC_chr1_233597407_233598387	5.85965	5.38338	0.99997	0.24867	0.04925	0	0.17586	0.10897	0.1036	0.905	3	233597897	233614105	16208	2	233597407	233598387
KCNK1	ATAC_chr1_233598624_233600922	5.85965	7.25932	0.99997	0.24867	0.04925	0	0.55623	0.11991	0.00057	0.905	3	233599773	233614105	14332	2	233598624	233600922
B3GALNT2	ATAC_chr1_235516903_235517253	6.81376	6.52418	0.999245	0.17667	0.04557	0	0.39088	0.10538	3.00E-05	0.843	3	235517077	235504451	12626	2	235516903	235517253
TBCE	ATAC_chr1_235516903_235517253	7.77327	6.52418	0.999442	0.11753	0.03644	0	0.39088	0.10538	3.00E-05	0.805	3	235517077	235367359	149718	5	235516903	235517253
ZNF695	ATAC_chr1_246971119_246971628	10.1406	4.8382	0.999955	0.28183	0.05296	0	0.17083	0.09005	0.04716	1.847	5	246971373	247008092	36719	3	246971119	246971628
ZNF695	ATAC_chr1_247007038_247008616	10.1406	7.94263	0.999974	0.28183	0.05296	0	0.61921	0.0957	2.00E-05	1.847	5	247007827	247008092	265	1	247007038	247008616
ZNF124	ATAC_chr1_247122590_247123167	5.53882	7.28172	0.999789	0.0837	0.03135	0.0016	0.51821	0.0989	2.00E-05	1.73	5	247122878	247172019	49141	3	247122590	247123167
OR2G6	ATAC_chr1_248440511_248443231	8.23024	6.72891	0.999251	0.17118	0.05341	0	0.39364	0.11496	0.00012	1.761	5	248441871	248508072	66201	4	248440511	248443231
OR2G6	ATAC_chr1_248469364_248470017	8.54291	7.7333	0.999942	0.17118	0.05341	0	0.27991	0.08581	0.00013	1.761	5	248469690	248508072	38382	3	248469364	248470017
OR2G6	ATAC_chr1_248471650_248472219	8.54291	10.0089	0.999989	0.17118	0.05341	0	0.57235	0.096	0	1.761	5	248471934	248508072	36138	3	248471650	248472219
OR2G6	ATAC_chr1_248473916_248474432	8.54291	5.08391	0.999725	0.17118	0.05341	0	0.32064	0.10992	0.00096	1.761	5	248474173	248508072	33899	3	248473916	248474432
OR2G6	ATAC_chr1_248477450_248477878	8.54291	7.56511	0.996385	0.17118	0.05341	0	0.50437	0.09138	0	1.761	5	248477663	248508072	30409	3	248477450	248477878
OR2G6	ATAC_chr1_248479312_248480846	8.54291	7.63359	0.999671	0.17118	0.05341	0	0.47993	0.10663	0	1.761	5	248480079	248508072	27993	3	248479312	248480846
OR2G6	ATAC_chr1_248481438_248482685	8.54291	8.27147	0.999988	0.17118	0.05341	0	0.52875	0.09688	0	1.761	5	248482061	248508072	26011	3	248481438	248482685
OR2G6	ATAC_chr1_248576231_248576574	7.76846	8.98001	0.999793	0.17118	0.05341	0	0.59188	0.08372	0	1.761	5	248576402	248508072	68330	4	248576231	248576574
OR2G6	ATAC_chr1_248578201_248578757	7.76846	7.95546	0.999539	0.17118	0.05341	0	0.37135	0.08599	0	1.761	5	248578479	248508072	70407	4	248578201	248578757
OR2G6	ATAC_chr1_248584937_248585298	8.54291	8.04356	0.999984	0.17118	0.05341	0	0.65962	0.08177	0	1.761	5	248585117	248508072	77045	4	248584937	248585298
OR2G6	ATAC_chr1_248592741_248593629	8.54291	11.3249	0.99999	0.17118	0.05341	0	0.46787	0.08836	0	1.761	5	248593185	248508072	85113	4	248592741	248593629
OR2G6	ATAC_chr1_248596216_248596914	8.54291	11.3719	0.999991	0.17118	0.05341	0	0.48314	0.09367	0	1.761	5	248596565	248508072	88493	4	248596216	248596914
OR2G6	ATAC_chr1_248599475_248599796	7.76846	7.29183	0.99969	0.17118	0.05341	0	0.3769	0.09251	0	1.761	5	248599635	248508072	91563	4	248599475	248599796
OR2G6	ATAC_chr1_248606400_248607051	7.76846	10.1683	0.999861	0.17118	0.05341	0	0.49951	0.08303	0	1.761	5	248606725	248508072	98653	4	248606400	248607051
OR2G6	ATAC_chr1_248613156_248614325	8.54291	13.4276	0.999989	0.17118	0.05341	0	0.59816	0.07713	0	1.761	5	248613740	248508072	105668	4	248613156	248614325
OR2G6	ATAC_chr1_248618678_248619424	8.54291	12.4352	0.999989	0.17118	0.05341	0	0.68562	0.06778	0	1.761	5	248619051	248508072	110979	4	248618678	248619424
OR2G6	ATAC_chr1_248619721_248620037	8.54291	9.19539	0.999987	0.17118	0.05341	0	0.5181	0.09344	0	1.761	5	248619879	248508072	111807	5	248619721	248620037
OR2G6	ATAC_chr1_248621442_248621886	8.54291	7.62766	0.999972	0.17118	0.05341	0	0.56826	0.10938	0	1.761	5	248621663	248508072	113591	5	248621442	248621886
OR2G6	ATAC_chr1_248622478_248623430	7.99385	17.5985	0.99999	0.17118	0.05341	0	0.64403	0.07131	0	1.761	5	248622953	248508072	114881	5	248622478	248623430
OR2G6	ATAC_chr1_248626112_248627422	7.76846	10.2301	0.992621	0.17118	0.05341	0	0.61288	0.08338	0	1.761	5	248626767	248508072	118695	5	248626112	248627422
OR2G6	ATAC_chr1_248631484_248631931	7.76846	9.53478	0.999442	0.17118	0.05341	0	0.51236	0.1022	0	1.761	5	248631707	248508072	123635	5	248631484	248631931
OR2G6	ATAC_chr1_248648892_248649436	8.54291	6.13396	0.999693	0.17118	0.05341	0	0.31409	0.10142	0.00035	1.761	5	248649163	248508072	141091	5	248648892	248649436
OR2T10	ATAC_chr1_248440511_248443231	11.6762	6.72891	0.999739	0.2765	0.06856	0	0.39364	0.11496	0.00012	1.928	5	248441871	248597699	155828	5	248440511	248443231
OR2T10	ATAC_chr1_248469364_248470017	12.7734	7.7333	0.99996	0.2765	0.06856	0	0.27991	0.08581	0.00013	1.928	5	248469690	248597699	128009	5	248469364	248470017
OR2T10	ATAC_chr1_248471650_248472219	12.7734	10.0089	0.999992	0.2765	0.06856	0	0.57235	0.096	0	1.928	5	248471934	248597699	125765	5	248471650	248472219
OR2T10	ATAC_chr1_248473916_248474432	12.7734	5.08391	0.999794	0.2765	0.06856	0	0.32064	0.10992	0.00096	1.928	5	248474173	248597699	123526	5	248473916	248474432
OR2T10	ATAC_chr1_248477450_248477878	12.7734	7.56511	0.997554	0.2765	0.06856	0	0.50437	0.09138	0	1.928	5	248477663	248597699	120036	5	248477450	248477878
OR2T10	ATAC_chr1_248479312_248480846	12.7734	7.63359	0.999781	0.2765	0.06856	0	0.47993	0.10663	0	1.928	5	248480079	248597699	117620	5	248479312	248480846
OR2T10	ATAC_chr1_248481438_248482685	12.7734	8.27147	0.999992	0.2765	0.06856	0	0.52875	0.09688	0	1.928	5	248482061	248597699	115638	5	248481438	248482685
OR2T10	ATAC_chr1_248576231_248576574	11.6328	8.98001	0.999952	0.2765	0.06856	0	0.59188	0.08372	0	1.928	5	248576402	248597699	21297	2	248576231	248576574
OR2T10	ATAC_chr1_248584937_248585298	12.7734	8.04356	0.99999	0.2765	0.06856	0	0.65962	0.08177	0	1.928	5	248585117	248597699	12582	2	248584937	248585298
OR2T10	ATAC_chr1_248592741_248593629	12.7734	11.3249	0.999994	0.2765	0.06856	0	0.46787	0.08836	0	1.928	5	248593185	248597699	4514	1	248592741	248593629
OR2T10	ATAC_chr1_248596216_248596914	12.7734	11.3719	0.999994	0.2765	0.06856	0	0.48314	0.09367	0	1.928	5	248596565	248597699	1134	1	248596216	248596914
OR2T10	ATAC_chr1_248599475_248599796	11.6891	7.29183	0.999874	0.2765	0.06856	0	0.3769	0.09251	0	1.928	5	248599635	248597699	1936	1	248599475	248599796
OR2T10	ATAC_chr1_248613156_248614325	12.7734	13.4276	0.999993	0.2765	0.06856	0	0.59816	0.07713	0	1.928	5	248613740	248597699	16041	2	248613156	248614325
OR2T10	ATAC_chr1_248618678_248619424	12.7734	12.4352	0.999993	0.2765	0.06856	0	0.68562	0.06778	0	1.928	5	248619051	248597699	21352	2	248618678	248619424
OR2T10	ATAC_chr1_248619721_248620037	12.7734	9.19539	0.999992	0.2765	0.06856	0	0.5181	0.09344	0	1.928	5	248619879	248597699	22180	2	248619721	248620037
OR2T10	ATAC_chr1_248621442_248621886	12.7734	7.62766	0.999981	0.2765	0.06856	0	0.56826	0.10938	0	1.928	5	248621663	248597699	23964	2	248621442	248621886
OR2T10	ATAC_chr1_248622478_248623430	11.8497	17.5985	0.999998	0.2765	0.06856	0	0.64403	0.07131	0	1.928	5	248622953	248597699	25254	3	248622478	248623430
OR2T10	ATAC_chr1_248626112_248627422	11.6891	10.2301	0.999054	0.2765	0.06856	0	0.61288	0.08338	0	1.928	5	248626767	248597699	29068	3	248626112	248627422
OR2T10	ATAC_chr1_248631484_248631931	11.5838	9.53478	0.999891	0.2765	0.06856	0	0.51236	0.1022	0	1.928	5	248631707	248597699	34008	3	248631484	248631931
OR2T10	ATAC_chr1_248648892_248649436	12.7734	6.13396	0.999501	0.2765	0.06856	0	0.31409	0.10142	0.00035	1.928	5	248649163	248597699	51464	3	248648892	248649436
PGBD2	ATAC_chr1_248445347_248445982	3.81273	5.2304	0.9983	0.01565	0.01219	0.06484	0.36216	0.12413	0.006	1.585	5	248445664	248906195	460531	5	248445347	248445982
SH3YL1	ATAC_chr2_306549_309764	9.51149	4.42353	0.98564	0.1555	0.03718	0	0.55922	0.14651	5.00E-05	1.112	4	308156	266397	41759	3	306549	309764
ADI1	ATAC_chr2_3505444_3506374	5.37828	4.2926	0.999	0.30352	0.0574	0	0.8978	0.06304	0	1.687	5	3505909	3519530	13621	2	3505444	3506374
